part_id,part_sex,part_age_est_min,part_age_est_max,part_age,cnt_age_est_min,cnt_age_est_max,cnt_home,cnt_other,country,year
641,Female,50,100,,20,59,No,Yes,Kenya,2011
645,Female,50,100,,20,59,No,Yes,Kenya,2011
659,Male,50,100,,20,59,No,Yes,Kenya,2011
661,Male,50,100,,20,59,Yes,No,Kenya,2011
681,Male,50,100,,20,59,No,Yes,Kenya,2011
683,Male,50,100,,20,59,No,Yes,Kenya,2011
699,Female,50,100,,20,59,Yes,No,Kenya,2011
710,Female,50,100,,20,59,No,Yes,Kenya,2011
766,Female,50,100,,20,59,No,Yes,Kenya,2011
782,Female,50,100,,20,59,No,Yes,Kenya,2011
786,Female,50,100,,20,59,No,Yes,Kenya,2011
792,Female,50,100,,20,59,No,Yes,Kenya,2011
794,Male,50,100,,20,59,No,Yes,Kenya,2011
800,Female,50,100,,20,59,No,Yes,Kenya,2011
813,Female,50,100,,20,59,Yes,No,Kenya,2011
819,Male,50,100,,20,59,No,Yes,Kenya,2011
821,Male,50,100,,20,59,Yes,No,Kenya,2011
835,Male,50,100,,20,59,No,Yes,Kenya,2011
841,Female,50,100,,20,59,No,Yes,Kenya,2011
843,Female,50,100,,20,59,Yes,No,Kenya,2011
864,Male,50,100,,20,59,Yes,No,Kenya,2011
892,Female,50,100,,20,59,No,Yes,Kenya,2011
896,Male,50,100,,20,59,No,Yes,Kenya,2011
912,Female,50,100,,20,59,No,Yes,Kenya,2011
915,Male,50,100,,20,59,Yes,No,Kenya,2011
921,Male,50,100,,20,59,No,Yes,Kenya,2011
990,Male,50,100,,20,59,Yes,No,Kenya,2011
1006,Female,50,100,,20,59,No,Yes,Kenya,2011
1009,Female,50,100,,20,59,No,Yes,Kenya,2011
1033,Female,50,100,,20,59,Yes,No,Kenya,2011
1037,Male,50,100,,20,59,No,Yes,Kenya,2011
1044,Female,50,100,,20,59,No,Yes,Kenya,2011
1078,Male,50,100,,20,59,No,Yes,Kenya,2011
1090,Male,50,100,,20,59,No,Yes,Kenya,2011
1116,Male,50,100,,20,59,No,Yes,Kenya,2011
1118,Female,50,100,,20,59,No,Yes,Kenya,2011
325,Female,1,5,,0,1,Yes,No,Kenya,2011
596,Female,1,5,,0,1,Yes,No,Kenya,2011
1012,Male,6,15,,0,1,No,Yes,Kenya,2011
1063,Female,6,15,,0,1,No,Yes,Kenya,2011
622,Female,16,19,,0,1,No,Yes,Kenya,2011
919,Male,1,5,,1,5,Yes,No,Kenya,2011
308,Female,6,15,,1,5,Yes,No,Kenya,2011
342,Female,6,15,,1,5,Yes,No,Kenya,2011
590,Male,6,15,,1,5,Yes,No,Kenya,2011
718,Male,6,15,,1,5,No,Yes,Kenya,2011
767,Female,6,15,,1,5,Yes,No,Kenya,2011
851,Female,6,15,,1,5,No,Yes,Kenya,2011
729,Female,16,19,,1,5,Yes,No,Kenya,2011
994,Male,16,19,,1,5,No,Yes,Kenya,2011
1007,Male,16,19,,1,5,No,Yes,Kenya,2011
1070,Male,16,19,,1,5,Yes,No,Kenya,2011
1039,Male,50,100,,1,5,Yes,No,Kenya,2011
196,Female,6,15,,6,15,No,Yes,Kenya,2011
605,Male,6,15,,6,15,Yes,No,Kenya,2011
874,Female,6,15,,6,15,No,Yes,Kenya,2011
1,Male,16,19,,6,15,Yes,No,Kenya,2011
455,Male,16,19,,6,15,Yes,No,Kenya,2011
358,Female,50,100,,6,15,No,Yes,Kenya,2011
