part_id,part_sex,part_age_est_min,part_age_est_max,part_age,cnt_age_est_min,cnt_age_est_max,cnt_home,cnt_other,country,year,location
19,Female,0,1,,20,59,Yes,No,Kenya,2011,house
19,Female,0,1,,20,59,Yes,No,Kenya,2011,house
19,Female,0,1,,20,59,Yes,No,Kenya,2011,house
117,Female,0,1,,20,59,No,Yes,Kenya,2011,other
117,Female,0,1,,20,59,Yes,No,Kenya,2011,house
117,Female,0,1,,20,59,Yes,No,Kenya,2011,house
117,Female,0,1,,20,59,No,Yes,Kenya,2011,other
124,Female,0,1,,20,59,Yes,No,Kenya,2011,house
124,Female,0,1,,20,59,Yes,No,Kenya,2011,house
124,Female,0,1,,20,59,Yes,No,Kenya,2011,house
124,Female,0,1,,20,59,Yes,No,Kenya,2011,house
124,Female,0,1,,20,59,Yes,No,Kenya,2011,house
132,Female,0,1,,20,59,No,Yes,Kenya,2011,other
132,Female,0,1,,20,59,No,Yes,Kenya,2011,other
132,Female,0,1,,20,59,No,Yes,Kenya,2011,other
132,Female,0,1,,20,59,Yes,No,Kenya,2011,house
132,Female,0,1,,20,59,Yes,No,Kenya,2011,house
132,Female,0,1,,20,59,Yes,No,Kenya,2011,house
132,Female,0,1,,20,59,No,Yes,Kenya,2011,other
155,Female,0,1,,20,59,Yes,No,Kenya,2011,house
155,Female,0,1,,20,59,Yes,No,Kenya,2011,house
155,Female,0,1,,20,59,No,Yes,Kenya,2011,other
155,Female,0,1,,20,59,No,Yes,Kenya,2011,other
188,Female,0,1,,20,59,No,Yes,Kenya,2011,other
188,Female,0,1,,20,59,No,Yes,Kenya,2011,other
188,Female,0,1,,20,59,Yes,No,Kenya,2011,house
188,Female,0,1,,20,59,No,Yes,Kenya,2011,other
188,Female,0,1,,20,59,No,Yes,Kenya,2011,other
188,Female,0,1,,20,59,Yes,No,Kenya,2011,house
188,Female,0,1,,20,59,Yes,No,Kenya,2011,house
188,Female,0,1,,20,59,Yes,No,Kenya,2011,house
254,Male,0,1,,20,59,Yes,No,Kenya,2011,house
254,Male,0,1,,20,59,No,Yes,Kenya,2011,other
254,Male,0,1,,20,59,Yes,No,Kenya,2011,house
254,Male,0,1,,20,59,No,Yes,Kenya,2011,other
265,Female,0,1,,20,59,Yes,No,Kenya,2011,house
274,Male,0,1,,20,59,Yes,No,Kenya,2011,house
274,Male,0,1,,20,59,Yes,No,Kenya,2011,house
278,Female,0,1,,20,59,No,Yes,Kenya,2011,other
278,Female,0,1,,20,59,No,Yes,Kenya,2011,other
278,Female,0,1,,20,59,No,Yes,Kenya,2011,other
278,Female,0,1,,20,59,No,Yes,Kenya,2011,other
278,Female,0,1,,20,59,No,Yes,Kenya,2011,other
278,Female,0,1,,20,59,Yes,No,Kenya,2011,house
278,Female,0,1,,20,59,No,Yes,Kenya,2011,other
278,Female,0,1,,20,59,No,Yes,Kenya,2011,other
297,Female,0,1,,20,59,No,Yes,Kenya,2011,other
297,Female,0,1,,20,59,No,Yes,Kenya,2011,other
297,Female,0,1,,20,59,No,Yes,Kenya,2011,other
297,Female,0,1,,20,59,Yes,No,Kenya,2011,house
297,Female,0,1,,20,59,Yes,No,Kenya,2011,house
324,Female,0,1,,20,59,No,Yes,Kenya,2011,other
324,Female,0,1,,20,59,No,Yes,Kenya,2011,other
324,Female,0,1,,20,59,Yes,No,Kenya,2011,house
326,Male,0,1,,20,59,Yes,No,Kenya,2011,house
326,Male,0,1,,20,59,No,Yes,Kenya,2011,other
326,Male,0,1,,20,59,Yes,No,Kenya,2011,house
326,Male,0,1,,20,59,No,Yes,Kenya,2011,other
359,Female,0,1,,20,59,Yes,No,Kenya,2011,house
359,Female,0,1,,20,59,No,Yes,Kenya,2011,other
359,Female,0,1,,20,59,No,Yes,Kenya,2011,other
359,Female,0,1,,20,59,Yes,No,Kenya,2011,house
365,Female,0,1,,20,59,No,Yes,Kenya,2011,other
365,Female,0,1,,20,59,No,Yes,Kenya,2011,other
365,Female,0,1,,20,59,Yes,No,Kenya,2011,house
367,Female,0,1,,20,59,Yes,No,Kenya,2011,house
367,Female,0,1,,20,59,Yes,No,Kenya,2011,house
397,Female,0,1,,20,59,Yes,No,Kenya,2011,house
397,Female,0,1,,20,59,No,Yes,Kenya,2011,other
397,Female,0,1,,20,59,No,Yes,Kenya,2011,other
397,Female,0,1,,20,59,No,Yes,Kenya,2011,other
397,Female,0,1,,20,59,No,Yes,Kenya,2011,other
397,Female,0,1,,20,59,No,Yes,Kenya,2011,other
397,Female,0,1,,20,59,Yes,No,Kenya,2011,house
397,Female,0,1,,20,59,No,Yes,Kenya,2011,other
406,Female,0,1,,20,59,Yes,No,Kenya,2011,house
406,Female,0,1,,20,59,Yes,No,Kenya,2011,house
442,Male,0,1,,20,59,Yes,No,Kenya,2011,house
445,Female,0,1,,20,59,No,Yes,Kenya,2011,other
445,Female,0,1,,20,59,Yes,No,Kenya,2011,house
445,Female,0,1,,20,59,Yes,No,Kenya,2011,house
447,Female,0,1,,20,59,Yes,No,Kenya,2011,house
447,Female,0,1,,20,59,Yes,No,Kenya,2011,house
447,Female,0,1,,20,59,Yes,No,Kenya,2011,house
447,Female,0,1,,20,59,Yes,No,Kenya,2011,house
459,Male,0,1,,20,59,Yes,No,Kenya,2011,house
459,Male,0,1,,20,59,Yes,No,Kenya,2011,house
459,Male,0,1,,20,59,No,Yes,Kenya,2011,other
466,Male,0,1,,20,59,Yes,No,Kenya,2011,house
479,Female,0,1,,20,59,No,Yes,Kenya,2011,other
479,Female,0,1,,20,59,No,Yes,Kenya,2011,other
479,Female,0,1,,20,59,Yes,No,Kenya,2011,house
479,Female,0,1,,20,59,No,Yes,Kenya,2011,other
487,Female,0,1,,20,59,Yes,No,Kenya,2011,house
489,Male,0,1,,20,59,No,Yes,Kenya,2011,other
489,Male,0,1,,20,59,Yes,No,Kenya,2011,house
489,Male,0,1,,20,59,No,Yes,Kenya,2011,other
489,Male,0,1,,20,59,No,Yes,Kenya,2011,other
489,Male,0,1,,20,59,No,Yes,Kenya,2011,other
493,Female,0,1,,20,59,Yes,No,Kenya,2011,house
493,Female,0,1,,20,59,Yes,No,Kenya,2011,house
493,Female,0,1,,20,59,Yes,No,Kenya,2011,house
493,Female,0,1,,20,59,No,Yes,Kenya,2011,other
493,Female,0,1,,20,59,Yes,No,Kenya,2011,house
493,Female,0,1,,20,59,No,Yes,Kenya,2011,other
500,Male,0,1,,20,59,No,Yes,Kenya,2011,other
500,Male,0,1,,20,59,Yes,No,Kenya,2011,house
500,Male,0,1,,20,59,No,Yes,Kenya,2011,other
500,Male,0,1,,20,59,No,Yes,Kenya,2011,other
508,Female,0,1,,20,59,No,Yes,Kenya,2011,other
508,Female,0,1,,20,59,No,Yes,Kenya,2011,other
508,Female,0,1,,20,59,Yes,No,Kenya,2011,house
508,Female,0,1,,20,59,No,Yes,Kenya,2011,other
508,Female,0,1,,20,59,Yes,No,Kenya,2011,house
508,Female,0,1,,20,59,No,Yes,Kenya,2011,other
537,Female,0,1,,20,59,No,Yes,Kenya,2011,other
537,Female,0,1,,20,59,Yes,No,Kenya,2011,house
537,Female,0,1,,20,59,No,Yes,Kenya,2011,other
537,Female,0,1,,20,59,No,Yes,Kenya,2011,other
537,Female,0,1,,20,59,No,Yes,Kenya,2011,other
537,Female,0,1,,20,59,Yes,No,Kenya,2011,house
537,Female,0,1,,20,59,No,Yes,Kenya,2011,other
537,Female,0,1,,20,59,No,Yes,Kenya,2011,other
543,Male,0,1,,20,59,No,Yes,Kenya,2011,other
543,Male,0,1,,20,59,Yes,No,Kenya,2011,house
543,Male,0,1,,20,59,Yes,No,Kenya,2011,house
543,Male,0,1,,20,59,No,Yes,Kenya,2011,other
543,Male,0,1,,20,59,No,Yes,Kenya,2011,other
543,Male,0,1,,20,59,No,Yes,Kenya,2011,other
543,Male,0,1,,20,59,No,Yes,Kenya,2011,other
561,Female,0,1,,20,59,Yes,No,Kenya,2011,house
561,Female,0,1,,20,59,No,Yes,Kenya,2011,other
561,Female,0,1,,20,59,Yes,No,Kenya,2011,house
561,Female,0,1,,20,59,No,Yes,Kenya,2011,other
561,Female,0,1,,20,59,Yes,No,Kenya,2011,house
567,Female,0,1,,20,59,No,Yes,Kenya,2011,other
567,Female,0,1,,20,59,Yes,No,Kenya,2011,house
567,Female,0,1,,20,59,Yes,No,Kenya,2011,house
567,Female,0,1,,20,59,No,Yes,Kenya,2011,other
579,Male,0,1,,20,59,Yes,No,Kenya,2011,house
579,Male,0,1,,20,59,No,Yes,Kenya,2011,other
579,Male,0,1,,20,59,Yes,No,Kenya,2011,house
579,Male,0,1,,20,59,No,Yes,Kenya,2011,other
579,Male,0,1,,20,59,No,Yes,Kenya,2011,other
581,Male,0,1,,20,59,No,Yes,Kenya,2011,other
581,Male,0,1,,20,59,Yes,No,Kenya,2011,house
581,Male,0,1,,20,59,Yes,No,Kenya,2011,house
581,Male,0,1,,20,59,No,Yes,Kenya,2011,other
593,Male,0,1,,20,59,No,Yes,Kenya,2011,other
593,Male,0,1,,20,59,No,Yes,Kenya,2011,other
593,Male,0,1,,20,59,No,Yes,Kenya,2011,other
593,Male,0,1,,20,59,No,Yes,Kenya,2011,other
593,Male,0,1,,20,59,No,Yes,Kenya,2011,other
593,Male,0,1,,20,59,No,Yes,Kenya,2011,other
593,Male,0,1,,20,59,Yes,No,Kenya,2011,house
598,Female,0,1,,20,59,No,Yes,Kenya,2011,other
598,Female,0,1,,20,59,Yes,No,Kenya,2011,house
601,Male,0,1,,20,59,No,Yes,Kenya,2011,other
601,Male,0,1,,20,59,No,Yes,Kenya,2011,other
601,Male,0,1,,20,59,No,Yes,Kenya,2011,other
601,Male,0,1,,20,59,No,Yes,Kenya,2011,other
626,Female,0,1,,20,59,Yes,No,Kenya,2011,house
626,Female,0,1,,20,59,Yes,No,Kenya,2011,house
649,Male,0,1,,20,59,No,Yes,Kenya,2011,other
649,Male,0,1,,20,59,Yes,No,Kenya,2011,house
649,Male,0,1,,20,59,No,Yes,Kenya,2011,other
655,Male,0,1,,20,59,No,Yes,Kenya,2011,other
671,Female,0,1,,20,59,Yes,No,Kenya,2011,house
671,Female,0,1,,20,59,No,Yes,Kenya,2011,other
671,Female,0,1,,20,59,Yes,No,Kenya,2011,house
671,Female,0,1,,20,59,Yes,No,Kenya,2011,house
686,Male,0,1,,20,59,Yes,No,Kenya,2011,house
686,Male,0,1,,20,59,No,Yes,Kenya,2011,other
686,Male,0,1,,20,59,No,Yes,Kenya,2011,other
686,Male,0,1,,20,59,Yes,No,Kenya,2011,house
691,Male,0,1,,20,59,Yes,No,Kenya,2011,house
691,Male,0,1,,20,59,No,Yes,Kenya,2011,other
691,Male,0,1,,20,59,No,Yes,Kenya,2011,other
691,Male,0,1,,20,59,Yes,No,Kenya,2011,house
697,Female,0,1,,20,59,Yes,No,Kenya,2011,house
697,Female,0,1,,20,59,No,Yes,Kenya,2011,other
702,Female,0,1,,20,59,Yes,No,Kenya,2011,house
702,Female,0,1,,20,59,No,Yes,Kenya,2011,other
702,Female,0,1,,20,59,Yes,No,Kenya,2011,house
706,Female,0,1,,20,59,No,Yes,Kenya,2011,other
706,Female,0,1,,20,59,Yes,No,Kenya,2011,house
706,Female,0,1,,20,59,Yes,No,Kenya,2011,house
706,Female,0,1,,20,59,No,Yes,Kenya,2011,other
706,Female,0,1,,20,59,No,Yes,Kenya,2011,other
717,Male,0,1,,20,59,Yes,No,Kenya,2011,house
723,Female,0,1,,20,59,Yes,No,Kenya,2011,house
723,Female,0,1,,20,59,Yes,No,Kenya,2011,house
723,Female,0,1,,20,59,No,Yes,Kenya,2011,other
727,Female,0,1,,20,59,Yes,No,Kenya,2011,house
727,Female,0,1,,20,59,Yes,No,Kenya,2011,house
730,Male,0,1,,20,59,Yes,No,Kenya,2011,house
730,Male,0,1,,20,59,No,Yes,Kenya,2011,other
730,Male,0,1,,20,59,No,Yes,Kenya,2011,other
734,Female,0,1,,20,59,Yes,No,Kenya,2011,house
740,Female,0,1,,20,59,Yes,No,Kenya,2011,house
740,Female,0,1,,20,59,No,Yes,Kenya,2011,other
740,Female,0,1,,20,59,Yes,No,Kenya,2011,house
740,Female,0,1,,20,59,No,Yes,Kenya,2011,other
740,Female,0,1,,20,59,Yes,No,Kenya,2011,house
740,Female,0,1,,20,59,No,Yes,Kenya,2011,other
740,Female,0,1,,20,59,Yes,No,Kenya,2011,house
741,Male,0,1,,20,59,Yes,No,Kenya,2011,house
741,Male,0,1,,20,59,Yes,No,Kenya,2011,house
746,Female,0,1,,20,59,Yes,No,Kenya,2011,house
746,Female,0,1,,20,59,Yes,No,Kenya,2011,house
746,Female,0,1,,20,59,Yes,No,Kenya,2011,house
753,Female,0,1,,20,59,Yes,No,Kenya,2011,house
753,Female,0,1,,20,59,Yes,No,Kenya,2011,house
759,Female,0,1,,20,59,Yes,No,Kenya,2011,house
759,Female,0,1,,20,59,No,Yes,Kenya,2011,other
759,Female,0,1,,20,59,Yes,No,Kenya,2011,house
759,Female,0,1,,20,59,Yes,No,Kenya,2011,house
759,Female,0,1,,20,59,No,Yes,Kenya,2011,other
763,Female,0,1,,20,59,Yes,No,Kenya,2011,house
763,Female,0,1,,20,59,No,Yes,Kenya,2011,other
763,Female,0,1,,20,59,No,Yes,Kenya,2011,other
763,Female,0,1,,20,59,No,Yes,Kenya,2011,other
763,Female,0,1,,20,59,No,Yes,Kenya,2011,other
763,Female,0,1,,20,59,No,Yes,Kenya,2011,other
763,Female,0,1,,20,59,No,Yes,Kenya,2011,other
768,Female,0,1,,20,59,No,Yes,Kenya,2011,other
768,Female,0,1,,20,59,Yes,No,Kenya,2011,house
768,Female,0,1,,20,59,No,Yes,Kenya,2011,other
779,Male,0,1,,20,59,Yes,No,Kenya,2011,house
785,Female,0,1,,20,59,No,Yes,Kenya,2011,other
785,Female,0,1,,20,59,No,Yes,Kenya,2011,other
785,Female,0,1,,20,59,Yes,No,Kenya,2011,house
808,Female,0,1,,20,59,Yes,No,Kenya,2011,house
808,Female,0,1,,20,59,Yes,No,Kenya,2011,house
817,Male,0,1,,20,59,Yes,No,Kenya,2011,house
823,Male,0,1,,20,59,No,Yes,Kenya,2011,other
823,Male,0,1,,20,59,Yes,No,Kenya,2011,house
857,Male,0,1,,20,59,Yes,No,Kenya,2011,house
857,Male,0,1,,20,59,No,Yes,Kenya,2011,other
857,Male,0,1,,20,59,Yes,No,Kenya,2011,house
858,Male,0,1,,20,59,Yes,No,Kenya,2011,house
863,Female,0,1,,20,59,Yes,No,Kenya,2011,house
863,Female,0,1,,20,59,Yes,No,Kenya,2011,house
863,Female,0,1,,20,59,No,Yes,Kenya,2011,other
863,Female,0,1,,20,59,Yes,No,Kenya,2011,house
876,Female,0,1,,20,59,No,Yes,Kenya,2011,other
876,Female,0,1,,20,59,Yes,No,Kenya,2011,house
876,Female,0,1,,20,59,Yes,No,Kenya,2011,house
876,Female,0,1,,20,59,No,Yes,Kenya,2011,other
876,Female,0,1,,20,59,No,Yes,Kenya,2011,other
881,Female,0,1,,20,59,Yes,No,Kenya,2011,house
881,Female,0,1,,20,59,Yes,No,Kenya,2011,house
881,Female,0,1,,20,59,No,Yes,Kenya,2011,other
908,Male,0,1,,20,59,Yes,No,Kenya,2011,house
908,Male,0,1,,20,59,Yes,No,Kenya,2011,house
923,Male,0,1,,20,59,Yes,No,Kenya,2011,house
923,Male,0,1,,20,59,No,Yes,Kenya,2011,other
923,Male,0,1,,20,59,No,Yes,Kenya,2011,other
923,Male,0,1,,20,59,Yes,No,Kenya,2011,house
923,Male,0,1,,20,59,No,Yes,Kenya,2011,other
923,Male,0,1,,20,59,No,Yes,Kenya,2011,other
923,Male,0,1,,20,59,No,Yes,Kenya,2011,other
923,Male,0,1,,20,59,No,Yes,Kenya,2011,other
923,Male,0,1,,20,59,No,Yes,Kenya,2011,other
985,Female,0,1,,20,59,No,Yes,Kenya,2011,other
985,Female,0,1,,20,59,No,Yes,Kenya,2011,other
985,Female,0,1,,20,59,No,Yes,Kenya,2011,other
985,Female,0,1,,20,59,No,Yes,Kenya,2011,other
985,Female,0,1,,20,59,Yes,No,Kenya,2011,house
985,Female,0,1,,20,59,Yes,No,Kenya,2011,house
985,Female,0,1,,20,59,No,Yes,Kenya,2011,other
993,Female,0,1,,20,59,Yes,No,Kenya,2011,house
993,Female,0,1,,20,59,Yes,No,Kenya,2011,house
993,Female,0,1,,20,59,Yes,No,Kenya,2011,house
1017,Female,0,1,,20,59,Yes,No,Kenya,2011,house
1017,Female,0,1,,20,59,Yes,No,Kenya,2011,house
1017,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1017,Female,0,1,,20,59,Yes,No,Kenya,2011,house
1017,Female,0,1,,20,59,Yes,No,Kenya,2011,house
1019,Male,0,1,,20,59,Yes,No,Kenya,2011,house
1019,Male,0,1,,20,59,Yes,No,Kenya,2011,house
1019,Male,0,1,,20,59,Yes,No,Kenya,2011,house
1019,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1019,Male,0,1,,20,59,Yes,No,Kenya,2011,house
1019,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1019,Male,0,1,,20,59,Yes,No,Kenya,2011,house
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,Yes,No,Kenya,2011,house
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,Yes,No,Kenya,2011,house
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1031,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1040,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1040,Female,0,1,,20,59,Yes,No,Kenya,2011,house
1040,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1040,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1048,Male,0,1,,20,59,Yes,No,Kenya,2011,house
1048,Male,0,1,,20,59,Yes,No,Kenya,2011,house
1062,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1062,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1062,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1062,Female,0,1,,20,59,Yes,No,Kenya,2011,house
1062,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1068,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1068,Female,0,1,,20,59,Yes,No,Kenya,2011,house
1074,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1074,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1074,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1102,Male,0,1,,20,59,Yes,No,Kenya,2011,house
1105,Female,0,1,,20,59,Yes,No,Kenya,2011,house
1105,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1105,Female,0,1,,20,59,Yes,No,Kenya,2011,house
1123,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1123,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1123,Female,0,1,,20,59,Yes,No,Kenya,2011,house
1123,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1123,Female,0,1,,20,59,Yes,No,Kenya,2011,house
1128,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1128,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1128,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1128,Male,0,1,,20,59,No,Yes,Kenya,2011,other
1137,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1137,Female,0,1,,20,59,Yes,No,Kenya,2011,house
1137,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1137,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1137,Female,0,1,,20,59,No,Yes,Kenya,2011,other
1137,Female,0,1,,20,59,Yes,No,Kenya,2011,house
6,Male,1,5,,20,59,No,Yes,Kenya,2011,other
6,Male,1,5,,20,59,No,Yes,Kenya,2011,other
6,Male,1,5,,20,59,No,Yes,Kenya,2011,other
6,Male,1,5,,20,59,No,Yes,Kenya,2011,other
6,Male,1,5,,20,59,No,Yes,Kenya,2011,other
6,Male,1,5,,20,59,No,Yes,Kenya,2011,other
6,Male,1,5,,20,59,Yes,No,Kenya,2011,house
6,Male,1,5,,20,59,No,Yes,Kenya,2011,other
6,Male,1,5,,20,59,No,Yes,Kenya,2011,other
6,Male,1,5,,20,59,No,Yes,Kenya,2011,other
6,Male,1,5,,20,59,No,Yes,Kenya,2011,other
15,Female,1,5,,20,59,No,Yes,Kenya,2011,other
15,Female,1,5,,20,59,No,Yes,Kenya,2011,other
15,Female,1,5,,20,59,No,Yes,Kenya,2011,other
15,Female,1,5,,20,59,Yes,No,Kenya,2011,house
15,Female,1,5,,20,59,No,Yes,Kenya,2011,other
15,Female,1,5,,20,59,Yes,No,Kenya,2011,house
22,Male,1,5,,20,59,Yes,No,Kenya,2011,house
50,Male,1,5,,20,59,No,Yes,Kenya,2011,other
50,Male,1,5,,20,59,Yes,No,Kenya,2011,house
50,Male,1,5,,20,59,Yes,No,Kenya,2011,house
50,Male,1,5,,20,59,No,Yes,Kenya,2011,other
50,Male,1,5,,20,59,No,Yes,Kenya,2011,other
75,Female,1,5,,20,59,No,Yes,Kenya,2011,other
75,Female,1,5,,20,59,No,Yes,Kenya,2011,other
75,Female,1,5,,20,59,No,Yes,Kenya,2011,other
75,Female,1,5,,20,59,No,Yes,Kenya,2011,other
75,Female,1,5,,20,59,No,Yes,Kenya,2011,other
75,Female,1,5,,20,59,No,Yes,Kenya,2011,other
75,Female,1,5,,20,59,Yes,No,Kenya,2011,house
75,Female,1,5,,20,59,Yes,No,Kenya,2011,house
75,Female,1,5,,20,59,No,Yes,Kenya,2011,other
77,Male,1,5,,20,59,No,Yes,Kenya,2011,other
77,Male,1,5,,20,59,No,Yes,Kenya,2011,other
77,Male,1,5,,20,59,Yes,No,Kenya,2011,house
78,Male,1,5,,20,59,No,Yes,Kenya,2011,other
78,Male,1,5,,20,59,No,Yes,Kenya,2011,other
78,Male,1,5,,20,59,Yes,No,Kenya,2011,house
78,Male,1,5,,20,59,Yes,No,Kenya,2011,house
78,Male,1,5,,20,59,No,Yes,Kenya,2011,other
78,Male,1,5,,20,59,No,Yes,Kenya,2011,other
78,Male,1,5,,20,59,No,Yes,Kenya,2011,other
97,Female,1,5,,20,59,Yes,No,Kenya,2011,house
97,Female,1,5,,20,59,No,Yes,Kenya,2011,other
97,Female,1,5,,20,59,Yes,No,Kenya,2011,house
97,Female,1,5,,20,59,No,Yes,Kenya,2011,other
97,Female,1,5,,20,59,No,Yes,Kenya,2011,other
97,Female,1,5,,20,59,No,Yes,Kenya,2011,other
97,Female,1,5,,20,59,No,Yes,Kenya,2011,other
112,Male,1,5,,20,59,No,Yes,Kenya,2011,other
112,Male,1,5,,20,59,No,Yes,Kenya,2011,other
112,Male,1,5,,20,59,No,Yes,Kenya,2011,other
112,Male,1,5,,20,59,No,Yes,Kenya,2011,other
112,Male,1,5,,20,59,No,Yes,Kenya,2011,other
112,Male,1,5,,20,59,No,Yes,Kenya,2011,other
112,Male,1,5,,20,59,Yes,No,Kenya,2011,house
112,Male,1,5,,20,59,Yes,No,Kenya,2011,house
112,Male,1,5,,20,59,No,Yes,Kenya,2011,other
112,Male,1,5,,20,59,No,Yes,Kenya,2011,other
112,Male,1,5,,20,59,No,Yes,Kenya,2011,other
179,Female,1,5,,20,59,No,Yes,Kenya,2011,other
179,Female,1,5,,20,59,No,Yes,Kenya,2011,other
179,Female,1,5,,20,59,No,Yes,Kenya,2011,other
179,Female,1,5,,20,59,No,Yes,Kenya,2011,other
179,Female,1,5,,20,59,Yes,No,Kenya,2011,house
185,Female,1,5,,20,59,Yes,No,Kenya,2011,house
185,Female,1,5,,20,59,No,Yes,Kenya,2011,other
194,Male,1,5,,20,59,Yes,No,Kenya,2011,house
194,Male,1,5,,20,59,No,Yes,Kenya,2011,other
203,Male,1,5,,20,59,No,Yes,Kenya,2011,other
203,Male,1,5,,20,59,No,Yes,Kenya,2011,other
252,Female,1,5,,20,59,No,Yes,Kenya,2011,other
252,Female,1,5,,20,59,Yes,No,Kenya,2011,house
252,Female,1,5,,20,59,Yes,No,Kenya,2011,house
252,Female,1,5,,20,59,No,Yes,Kenya,2011,other
252,Female,1,5,,20,59,No,Yes,Kenya,2011,other
263,Female,1,5,,20,59,Yes,No,Kenya,2011,house
263,Female,1,5,,20,59,Yes,No,Kenya,2011,house
283,Female,1,5,,20,59,Yes,No,Kenya,2011,house
283,Female,1,5,,20,59,Yes,No,Kenya,2011,house
283,Female,1,5,,20,59,No,Yes,Kenya,2011,other
283,Female,1,5,,20,59,No,Yes,Kenya,2011,other
283,Female,1,5,,20,59,Yes,No,Kenya,2011,house
283,Female,1,5,,20,59,No,Yes,Kenya,2011,other
331,Male,1,5,,20,59,Yes,No,Kenya,2011,house
331,Male,1,5,,20,59,Yes,No,Kenya,2011,house
331,Male,1,5,,20,59,Yes,No,Kenya,2011,house
331,Male,1,5,,20,59,Yes,No,Kenya,2011,house
360,Female,1,5,,20,59,Yes,No,Kenya,2011,house
360,Female,1,5,,20,59,No,Yes,Kenya,2011,other
360,Female,1,5,,20,59,No,Yes,Kenya,2011,other
360,Female,1,5,,20,59,No,Yes,Kenya,2011,other
360,Female,1,5,,20,59,Yes,No,Kenya,2011,house
361,Female,1,5,,20,59,No,Yes,Kenya,2011,other
361,Female,1,5,,20,59,No,Yes,Kenya,2011,other
361,Female,1,5,,20,59,Yes,No,Kenya,2011,house
361,Female,1,5,,20,59,No,Yes,Kenya,2011,other
361,Female,1,5,,20,59,No,Yes,Kenya,2011,other
361,Female,1,5,,20,59,No,Yes,Kenya,2011,other
361,Female,1,5,,20,59,No,Yes,Kenya,2011,other
361,Female,1,5,,20,59,No,Yes,Kenya,2011,other
361,Female,1,5,,20,59,Yes,No,Kenya,2011,house
387,Female,1,5,,20,59,Yes,No,Kenya,2011,house
387,Female,1,5,,20,59,Yes,No,Kenya,2011,house
395,Female,1,5,,20,59,Yes,No,Kenya,2011,house
395,Female,1,5,,20,59,Yes,No,Kenya,2011,house
402,Male,1,5,,20,59,Yes,No,Kenya,2011,house
402,Male,1,5,,20,59,No,Yes,Kenya,2011,other
407,Female,1,5,,20,59,Yes,No,Kenya,2011,house
407,Female,1,5,,20,59,No,Yes,Kenya,2011,other
407,Female,1,5,,20,59,Yes,No,Kenya,2011,house
407,Female,1,5,,20,59,No,Yes,Kenya,2011,other
407,Female,1,5,,20,59,No,Yes,Kenya,2011,other
